"","servidor","DataCenter","tipo","Powerstate","fv","capacidad_total","capacidad_usada","capacidad_asignada"
"8452","tridcproisas03","MTY","PRODUCCION","poweredOn","virtual",41.8876953125,26.7808979980469,15.1067973144531
"8453","tridcproisas04","MTY","PRODUCCION","poweredOn","virtual",41.8876953125,26.7808979980469,15.1067973144531
"8454","tridcproisas05","MTY","PRODUCCION","poweredOn","virtual",42,22.1676,19.8324
"8455","tridcproisas06","MTY","PRODUCCION","poweredOn","virtual",42,26.1744,15.8256
"8456","tridcpromsad03","MTY","PRODUCCION","poweredOn","virtual",128,76.8384,51.1616
"8457","tridcpromsad04","MTY","PRODUCCION","poweredOn","virtual",128,101.275,26.725
"8458","tridcpromsql22","MTY","PRODUCCION","poweredOff","virtual",80.4287109375,26.4816354767826,53.9470754607174
"8459","tridcpromsql23","MTY","PRODUCCION","poweredOff","virtual",80.4287109375,26.4816354767826,53.9470754607174
"8460","tridcpromsql24","MTY","PRODUCCION","poweredOff","virtual",80.4287109375,26.4816354767826,53.9470754607174
"8461","tridcpromsql25","MTY","PRODUCCION","poweredOff","virtual",80.4287109375,24.015816092017,56.412894845483
"8462","tridcpromsql26","MTY","PRODUCCION","poweredOff","virtual",80.4287109375,24.015816092017,56.412894845483
"8463","tridcpronetf01","MTY","PRODUCCION","poweredOn","virtual",101.9033203125,73.1360129882813,28.7673073242188
"8464","tridcpronetf02","CPN","PRODUCCION","poweredOff","virtual",101.9033203125,85.2625081054688,16.6408122070313
"8465","tridcpronetf02","MTY","PRODUCCION","poweredOn","virtual",101.9033203125,73.1360129882813,28.7673073242188
"8466","tridcpronetf03","MTY","PRODUCCION","poweredOn","virtual",101.9033203125,73.1360129882813,28.7673073242188
"8467","tridcpronetf04","MTY","PRODUCCION","poweredOn","virtual",101.9189453125,73.1472270507813,28.7717182617188
"8468","tridcpronetf05","MTY","PRODUCCION","poweredOn","virtual",101.9189453125,68.0531739334106,33.8657713790894
"8469","tridcpronetf06","MTY","PRODUCCION","poweredOn","virtual",101.9189453125,68.0531739334106,33.8657713790894
"8470","tridcpronetf07","MTY","PRODUCCION","poweredOn","virtual",101.9189453125,78.7374812011719,23.1814641113281
"8471","tridcpronetf08","MTY","PRODUCCION","poweredOn","virtual",101.9189453125,78.7374812011719,23.1814641113281
"8472","tridcpronetf09","MTY","PRODUCCION","poweredOff","virtual",93.9033203125,31.4200509765625,62.4832693359375
"8473","tridcpronetf10","MTY","PRODUCCION","poweredOff","virtual",93.9033203125,31.4200509765625,62.4832693359375
"8474","tridcprorapt01","MTY","PRODUCCION","poweredOn","virtual",304,153.088036010615,150.911963989385
"8475","tridcproscom01","MTY","PRODUCCION","poweredOn","virtual",104,47.0441917943648,56.9558082056352
"8476","tridcprosmtp01","MTY","PRODUCCION","poweredOn","virtual",136.7216796875,59.7356245040894,76.9860551834106
"8477","tridcprosmtp02","MTY","PRODUCCION","poweredOn","virtual",136.7216796875,111.355580422258,25.3660992652421
"8478","tridcprosmtp03","MTY","PRODUCCION","poweredOn","virtual",136.7216796875,111.355580422258,25.3660992652421
"8479","tridcprowsus01","MTY","PRODUCCION","poweredOn","virtual",1587.9990234375,563.819053271484,1024.17997016602
"8480","tridcuatwasi01","MTY","UAT","poweredOff","virtual",62,25.4169,36.5831
"8481","tridcuatwasi03","MTY","UAT","poweredOff","virtual",42,14.0532,27.9468
"8482","tridcuatwasi04","MTY","UAT","poweredOff","virtual",42,17.2179,24.7821
"8483","tridcuatwasi05","MTY","UAT","poweredOff","virtual",42,14.0532,27.9468
"8484","tridcuatwasi06","MTY","UAT","poweredOff","virtual",42,17.2179,24.7821
"8485","trideprofsh01","MTY","PRODUCCION","poweredOn","virtual",75.8359375,58.54534375,17.29059375
"8486","tridepronet01","MTY","PRODUCCION","poweredOn","virtual",559.60546875,411.315484428406,148.289984321594
"8487","tridndevadmngrp","MTY","DESARROLLO","poweredOff","virtual",80,18.364,61.636
"8488","tridndevauth02","MTY","DESARROLLO","poweredOn","virtual",152,50.8592,101.1408
"8489","tridndevichn02","MTY","DESARROLLO","poweredOff","virtual",32,10.7072,21.2928
"8490","tridndevlagc01","MTY","DESARROLLO","poweredOn","virtual",32,7.75328,24.24672
"8491","tridndevlagc02","CPN","DESARROLLO","poweredOn","virtual",130,102.6025,27.3975
"8492","tridndevlagc02","MTY","DESARROLLO","poweredOn","virtual",130,125.541,4.459
"8493","tridndevlage01","MTY","DESARROLLO","poweredOn","virtual",32,7.75328,24.24672
"8494","tridndevlage02","CPN","DESARROLLO","poweredOn","virtual",130,102.6025,27.3975
"8495","tridndevlage02","MTY","DESARROLLO","poweredOn","virtual",130,125.541,4.459
"8496","tridndevmeta02","MTY","DESARROLLO","poweredOn","virtual",152,50.8592,101.1408
"8497","tridndevnamcc01","CPN","DESARROLLO","poweredOn","virtual",120,50.664,69.336
"8498","tridndevnamcc01","MTY","DESARROLLO","poweredOn","virtual",120,88.201171875,31.798828125
"8499","tridndevnamcc02","CPN","DESARROLLO","poweredOff","virtual",100,78.925,21.075
"8500","tridndevnamcc02","MTY","DESARROLLO","poweredOff","virtual",100,96.57,3.43
"8501","tridndevnamce01","CPN","DESARROLLO","poweredOn","virtual",120,50.664,69.336
"8502","tridndevnamce01","MTY","DESARROLLO","poweredOn","virtual",120,88.201171875,31.798828125
"8503","tridndevnamce02","CPN","DESARROLLO","poweredOff","virtual",100,83.67,16.33
"8504","tridndevnamce02","MTY","DESARROLLO","poweredOn","virtual",100,96.57,3.43
"8505","tridnmaqamcc01","MTY","OTROS","poweredOff","virtual",32,7.75328,24.24672
"8506","tridnmaqaudi01","MTY","OTROS","poweredOff","virtual",32,10.7072,21.2928
"8507","tridnmaqauth02","MTY","OTROS","poweredOff","virtual",32,10.7072,21.2928
"8508","tridnmaqdemp01","MTY","OTROS","poweredOff","virtual",32,10.7072,21.2928
"8509","tridnmaqmeta01","MTY","OTROS","poweredOff","virtual",32,10.7072,21.2928
"8510","tridnproadmn01","MTY","PRODUCCION","poweredOff","virtual",234.2578125,78.3826640625,155.8751484375
"8511","tridnproagcl01","MTY","PRODUCCION","poweredOn","virtual",332,55.23816,276.76184
"8512","tridnproagcl02","MTY","PRODUCCION","poweredOn","virtual",332,55.23816,276.76184
"8513","tridnproagcl03","MTY","PRODUCCION","poweredOn","virtual",332,55.23816,276.76184
"8514","tridnproagcl04","MTY","PRODUCCION","poweredOn","virtual",332,55.23816,276.76184
"8515","tridnproagel01","MTY","PRODUCCION","poweredOn","virtual",332,55.23816,276.76184
"8516","tridnproagel02","MTY","PRODUCCION","poweredOn","virtual",332,55.23816,276.76184
"8517","tridnproagel03","MTY","PRODUCCION","poweredOn","virtual",332,55.23816,276.76184
"8518","tridnproagel04","MTY","PRODUCCION","poweredOn","virtual",332,55.23816,276.76184
"8519","tridnproamcl01","MTY","PRODUCCION","poweredOn","virtual",145,24.1251,120.8749
"8520","tridnproamcl02","MTY","PRODUCCION","poweredOn","virtual",145,62.0745,82.9255
"8521","tridnproamcs01","MTY","PRODUCCION","poweredOn","virtual",132,44.1672,87.8328
"8522","tridnproamcs02","MTY","PRODUCCION","poweredOn","virtual",132,44.1672,87.8328
"8523","tridnproauth03","MTY","PRODUCCION","poweredOn","virtual",229.0654296875,76.6452927734375,152.420136914063
"8524","tridnprodasi02","MTY","PRODUCCION","poweredOn","virtual",534,88.84692,445.15308
"8525","tridnprodasi03","MTY","PRODUCCION","poweredOn","virtual",532,178.0072,353.9928
"8526","tridnprodias01","MTY","PRODUCCION","poweredOn","virtual",78.19921875,26.16545859375,52.03376015625
"8527","tridnprodias02","MTY","PRODUCCION","poweredOn","virtual",151.171875,50.582109375,100.589765625
"8528","tridnproesre01","MTY","PRODUCCION","poweredOff","virtual",32,10.7072,21.2928
"8529","tridnproichn01","MTY","PRODUCCION","poweredOff","virtual",80,26.768,53.232
"8530","tridnproidpe01","MTY","PRODUCCION","poweredOn","virtual",100,33.46,66.54
"8531","tridnproidpl01","MTY","PRODUCCION","poweredOn","virtual",345,115.437,229.563
"8532","tridnproidpl02","MTY","PRODUCCION","poweredOn","virtual",345,115.437,229.563
"8533","tridnproidps01","MTY","PRODUCCION","poweredOn","virtual",232,95.1084,136.8916
"8534","tridnproidps02","MTY","PRODUCCION","poweredOn","virtual",232,95.1084,136.8916
"8535","tridnproidps03","MTY","PRODUCCION","poweredOn","virtual",232,95.1084,136.8916
"8536","tridnproidps04","MTY","PRODUCCION","poweredOn","virtual",232,95.1084,136.8916
"8537","tridnprolage01","MTY","PRODUCCION","poweredOn","virtual",100,33.46,66.54
"8538","tridnprolage02","MTY","PRODUCCION","poweredOn","virtual",196,47.48884,148.51116
"8539","tridnprolage03","MTY","PRODUCCION","poweredOn","virtual",56,18.7376,37.2624
"8540","tridnprolagl01","MTY","PRODUCCION","poweredOn","virtual",345,115.437,229.563
"8541","tridnprolagl02","MTY","PRODUCCION","poweredOn","virtual",345,115.437,229.563
"8542","tridnprolags01","MTY","PRODUCCION","poweredOn","virtual",232,95.1084,136.8916
"8543","tridnprolags02","MTY","PRODUCCION","poweredOn","virtual",232,95.1084,136.8916
"8544","tridnprolags03","MTY","PRODUCCION","poweredOn","virtual",232,95.1084,136.8916
"8545","tridnprolags04","MTY","PRODUCCION","poweredOn","virtual",232,95.1084,136.8916
"8546","tridnprometa01","MTY","PRODUCCION","poweredOn","virtual",132,44.1672,87.8328
"8547","tridnprometa04","MTY","PRODUCCION","poweredOn","virtual",136.2333984375,55.8488816894531,80.3845167480469
"8548","tridnprometa06","MTY","PRODUCCION","poweredOn","virtual",244.7275390625,100.326054638672,144.401484423828
"8549","tridnpromidc02","MTY","PRODUCCION","poweredOn","virtual",532,128.89828,403.10172
"8550","tridnpromids02","MTY","PRODUCCION","poweredOn","virtual",532,128.89828,403.10172
"8551","tridnpronmce01","MTY","PRODUCCION","poweredOn","virtual",100,24.229,75.771
"8552","tridnpronocfe01","MTY","PRODUCCION","poweredOff","virtual",132,54.1134,77.8866
"8553","tridnproprxy01","MTY","PRODUCCION","poweredOn","virtual",532,128.89828,403.10172
"8554","tridnproprxy02","MTY","PRODUCCION","poweredOn","virtual",532,128.89828,403.10172
"8555","tridnproprxy03","MTY","PRODUCCION","poweredOn","virtual",332,55.23816,276.76184
"8556","tridnproprxy04","MTY","PRODUCCION","poweredOn","virtual",332,55.23816,276.76184
"8557","tridnprosent01","MTY","PRODUCCION","poweredOn","virtual",90,21.8061,68.1939
"8558","tridnprosmdb01","MTY","PRODUCCION","poweredOn","virtual",134.265625,32.53121828125,101.73440671875
"8559","tridnprosmgr01","MTY","PRODUCCION","poweredOff","virtual",240,55.092,184.908
"8560","tridnprostor01","MTY","PRODUCCION","poweredOff","virtual",1064,177.02832,886.97168
"8561","tridnprosuma01","MTY","PRODUCCION","poweredOff","virtual",340,78.047,261.953
"8562","tridnprowsfe01","MTY","PRODUCCION","poweredOn","virtual",134.2578125,32.529325390625,101.728487109375
"8563","tridnprowsfe02","MTY","PRODUCCION","poweredOn","virtual",134.2578125,32.529325390625,101.728487109375
"8564","tridnuatauth01","MTY","UAT","poweredOn","virtual",152,36.82808,115.17192
"8565","tridnuatmidc01","MTY","UAT","poweredOn","virtual",152,36.82808,115.17192
"8566","trilmproubun01","CPN","PRODUCCION","poweredOn","virtual",50,5.58,44.42
"8567","trilmproubun01","MTY","PRODUCCION","poweredOff","virtual",50,10.8095,39.1905
"8568","trintproftpx01","MTY","PRODUCCION","poweredOn","virtual",210,55.6605,154.3395
"8569","trintproiisx01","MTY","PRODUCCION","poweredOn","virtual",210,55.6605,154.3395
"8570","trjgcproisqx01","MTY","PRODUCCION","poweredOn","virtual",56,54.488,1.512
"8571","trjupproach01","MTY","PRODUCCION","poweredOn","virtual",67.83984375,13.1530077038925,54.6868360461075
"8572","trjupproiisx02","MTY","PRODUCCION","poweredOn","virtual",112,93.471875,18.528125
"8573","trjupprojagj01","MTY","PRODUCCION","poweredOn","virtual",70,14.189,55.811
"8574","trjupprojagj02","MTY","PRODUCCION","poweredOn","virtual",70,14.189,55.811
"8575","trjupprojagj03","MTY","PRODUCCION","poweredOn","virtual",70,29.6275,40.3725
"8576","trjupprojagj04","MTY","PRODUCCION","poweredOn","virtual",70,29.6275,40.3725
"8577","trjupprojagj05","MTY","PRODUCCION","poweredOn","virtual",70,14.189,55.811
"8578","trjupprojagj06","MTY","PRODUCCION","poweredOn","virtual",70,29.6275,40.3725
"8579","trjupprojagj07","MTY","PRODUCCION","poweredOn","virtual",70,14.189,55.811
"8580","trjupprojagj08","MTY","PRODUCCION","poweredOn","virtual",70,29.6275,40.3725
"8581","trjupprojagj09","MTY","PRODUCCION","poweredOn","virtual",70,29.6275,40.3725
"8582","trjupprojagj10","MTY","PRODUCCION","poweredOn","virtual",70,19.6875,50.3125
"8583","trjupprojhid01","MTY","PRODUCCION","poweredOn","virtual",100,31.12,68.88
"8584","trjupprojhid02","MTY","PRODUCCION","poweredOn","virtual",370,115.144,254.856
"8585","trjupprojhid03","MTY","PRODUCCION","poweredOn","virtual",100,31.12,68.88
"8586","trjuppromslg01","MTY","PRODUCCION","poweredOn","virtual",1110.4287109375,267.224669287109,843.204041650391
"8587","trjuppromslg02","MTY","PRODUCCION","poweredOn","virtual",1110.4287109375,267.224669287109,843.204041650391
"8588","trjuppromsql01","MTY","PRODUCCION","poweredOn","virtual",262,53.1074,208.8926
"8589","trjuppromsql05","MTY","PRODUCCION","poweredOn","virtual",331,55.2744140625,275.7255859375
"8590","trjuppromsqlj01","MTY","PRODUCCION","poweredOn","virtual",678.857421875,255.250390625,423.60703125
"8591","trjuppromsqlj02","MTY","PRODUCCION","poweredOn","virtual",670.857421875,226.766190625,444.09123125
"8592","trjuppromsqls2","MTY","PRODUCCION","poweredOn","virtual",438.5087890625,171.741967236328,266.766821826172
"8593","trjuppromsqls3","MTY","PRODUCCION","poweredOn","virtual",202.5244140625,79.3186867675781,123.205727294922
"8594","trjuppromsqls4","MTY","PRODUCCION","poweredOn","virtual",236.9814453125,92.8137830566406,144.167662255859
"8595","trjuppromssq01","MTY","PRODUCCION","poweredOn","virtual",462,195.5415,266.4585
"8596","trjuppromtc05","MTY","PRODUCCION","poweredOff","virtual",33.9091796875,11.3460115234375,22.5631681640625
"8597","trjuppromtc07","MTY","PRODUCCION","poweredOn","virtual",68.359375,24.6808984223065,43.6784765776935
"8598","trjupprorjgb01","MTY","PRODUCCION","poweredOn","virtual",65,35.7866588875924,29.2133411124076
"8599","trjupprotrdo01","MTY","PRODUCCION","poweredOn","virtual",65,36.01,28.99
"8600","trlegproiisx01","MTY","PRODUCCION","poweredOn","virtual",132,63.91171875,68.08828125
"8601","trlegproirsa01","MTY","PRODUCCION","suspended","virtual",32,24.3375,7.6625
"8602","trlegpromsql01","MTY","PRODUCCION","poweredOn","virtual",194,136.897023809524,57.1029761904762
"8603","trmalprotomc01","CPN","PRODUCCION","poweredOn","virtual",564,310.341,253.659
"8604","trmalprotomc01","MTY","PRODUCCION","poweredOff","virtual",564,259.62048,304.37952
"8605","trmarprobbca01","CPN","PRODUCCION","poweredOn","virtual",84,37.2792,46.7208
"8606","trmarpromirr01","CPN","PRODUCCION","poweredOn","virtual",84,37.2792,46.7208
"8607","trmarproorcl01","CPN","PRODUCCION","poweredOn","virtual",514,228.1132,285.8868
"8608","trmarprotran01","CPN","PRODUCCION","poweredOn","virtual",84,37.2792,46.7208
"8609","trmerprolrnr01","MTY","PRODUCCION","suspended","virtual",136.7373046875,54.9660749936187,81.7712296938813
"8610","trmerprolrnr02","MTY","PRODUCCION","suspended","virtual",136.7373046875,62.3056213307687,74.4316833567313
"8611","trmerprolrnr03","MTY","PRODUCCION","suspended","virtual",136.751953125,67.8242740669589,68.9276790580411
"8612","trmfiprofimx01","MTY","PRODUCCION","poweredOn","virtual",240,86.964,153.036
"8613","trmfiprofimx02","MTY","PRODUCCION","poweredOn","virtual",240,86.964,153.036
"8614","trmfiprofimx03","MTY","PRODUCCION","poweredOff","virtual",240,170.53125,69.46875
"8615","trmfiprofimx04","MTY","PRODUCCION","poweredOff","virtual",240,106.044,133.956
"8616","trmfiprofimx05","MTY","PRODUCCION","poweredOff","virtual",120,35.346,84.654
"8617","trmiaprosqlx01","CPN","PRODUCCION","poweredOn","virtual",364,125.4708,238.5292
"8618","trmiaprosqlx01","MTY","PRODUCCION","poweredOff","virtual",364,155.246,208.754
"8619","trmiaprosqlx02","CPN","PRODUCCION","poweredOn","virtual",364,125.4708,238.5292
"8620","trmiaprosqlx02","MTY","PRODUCCION","poweredOff","virtual",364,155.246,208.754
"8621","trminpropatr01","MTY","PRODUCCION","poweredOn","virtual",164,87.535,76.465
"8622","trminproprxy01","MTY","PRODUCCION","poweredOn","virtual",164,54.5803189420459,109.419681057954
"8623","trminprortsv01","MTY","PRODUCCION","poweredOn","virtual",164,117.7028,46.2972
"8624","trmrcpromsql01","CPN","PRODUCCION","poweredOn","virtual",964,463.8286,500.1714
"8625","trmrcpromsql01","MTY","PRODUCCION","poweredOff","virtual",964,221.2862,742.7138
"8626","trmrcpromsql02","CPN","PRODUCCION","poweredOn","virtual",964,463.8286,500.1714
"8627","trmrcpromsql02","MTY","PRODUCCION","poweredOff","virtual",964,130.59308,833.40692
"8628","trnomlabmsql01","MTY","OTROS","poweredOn","virtual",546.96484375,328.342995703125,218.621848046875
"8629","trnomlabmsql02","MTY","OTROS","poweredOn","virtual",546.96484375,434.336511039734,112.628332710266
"8630","trnompromsql02","MTY","PRODUCCION","poweredOn","virtual",547.060546875,447.796410644531,99.2641362304688
"8631","trnompromsql03","MTY","PRODUCCION","poweredOn","virtual",372.705078125,305.077741699219,67.6273364257813
"8632","troicproisql01","MTY","PRODUCCION","poweredOn","virtual",882,128.1987,753.8013
"8633","trpaiproiisx02","MTY","PRODUCCION","poweredOn","virtual",94,69.09091796875,24.90908203125
"8634","trpaiproiisx03","MTY","PRODUCCION","poweredOn","virtual",94,69.09091796875,24.90908203125
"8635","trpkiprocpro04","CPN","PRODUCCION","poweredOn","virtual",325,178.83125,146.16875
"8636","trpkiprocpro04","MTY","PRODUCCION","poweredOn","virtual",325,149.604,175.396
"8637","trpkiprocpro05","MTY","PRODUCCION","poweredOn","virtual",325,91.82875,233.17125
"8638","trpkiprofara01","CPN","PRODUCCION","poweredOn","virtual",210,175.161,34.839
"8639","trpkiprofara01","MTY","PRODUCCION","poweredOn","virtual",210,130.59375,79.40625
"8640","trpkiprofara02","MTY","PRODUCCION","poweredOn","virtual",260,177.98828125,82.01171875
"8641","trpkiprofara03","CPN","PRODUCCION","poweredOn","virtual",210,182.718786464411,27.2812135355893
"8642","trpkiprofiac04","CPN","PRODUCCION","poweredOn","virtual",2130,323.2306,1806.7694
"8643","trpkiprofiac04","MTY","PRODUCCION","poweredOff","virtual",2130,395.2916,1734.7084
"8644","trpkiprofiac05","CPN","PRODUCCION","poweredOn","virtual",2125,227.72025,1897.27975
"8645","trpkiprofiac05","MTY","PRODUCCION","poweredOff","virtual",2125,274.75165,1850.24835
"8646","trpkiprofiar04","CPN","PRODUCCION","poweredOn","virtual",2125,239.96065,1885.03935
"8647","trpkiprofiar04","MTY","PRODUCCION","poweredOff","virtual",2125,303.71485,1821.28515
"8648","trpkiprofiar05","CPN","PRODUCCION","poweredOn","virtual",2125,239.96065,1885.03935
"8649","trpkiprofiar05","MTY","PRODUCCION","poweredOff","virtual",2125,303.71485,1821.28515
"8650","trpkiproficb01","CPN","PRODUCCION","poweredOn","virtual",1587,137.1168,1449.8832
"8651","trpkiproficb01","MTY","PRODUCCION","poweredOff","virtual",1587,734.09859,852.90141
"8652","trpkiproficb02","CPN","PRODUCCION","poweredOn","virtual",1187,138.98825,1048.01175
"8653","trpkiproficb02","MTY","PRODUCCION","poweredOff","virtual",1187,312.59645,874.40355
"8654","trpkiproficb03","CPN","PRODUCCION","poweredOn","virtual",2187,707.3043,1479.6957
"8655","trpkiproficb03","MTY","PRODUCCION","poweredOff","virtual",2187,575.94645,1611.05355
"8656","trpkiproficb04","CPN","PRODUCCION","poweredOn","virtual",2177,645.9326,1531.0674
"8657","trpkiproficb04","MTY","PRODUCCION","poweredOff","virtual",2177,1007.01489,1169.98511
"8658","trpkiprosell01","MTY","PRODUCCION","poweredOn","virtual",91,54.7911318553092,36.2088681446908
"8659","trpkiprosell02","MTY","PRODUCCION","poweredOn","virtual",91,15.1962890625,75.8037109375
"8660","trpkiprosell03","MTY","PRODUCCION","poweredOn","virtual",91,49.55405,41.44595
"8661","trpkiuatacer01","CPN","UAT","poweredOn","virtual",192,18.8256,173.1744
"8662","trpkiuatacer02","CPN","UAT","poweredOn","virtual",192,18.8256,173.1744
"8663","trpkiuatacer03","CPN","UAT","poweredOn","virtual",803.8583984375,78.8183159667969,725.040082470703
"8664","trpkiuatacer04","CPN","UAT","poweredOn","virtual",803.8583984375,78.8183159667969,725.040082470703
"8665","trpkiuatareg01","CPN","UAT","poweredOn","virtual",192,8.4672,183.5328
"8666","trpkiuatareg02","CPN","UAT","poweredOn","virtual",192,8.4672,183.5328
"8667","trpkiuatareg03","CPN","UAT","poweredOn","virtual",1303.859375,57.5001984375,1246.3591765625
"8668","trpkiuatareg04","CPN","UAT","poweredOn","virtual",1303.859375,57.5001984375,1246.3591765625
"8669","trpocdevbztx01","MTY","DESARROLLO","poweredOff","virtual",192,44.0736,147.9264
"8670","trpocdevbztx02","MTY","DESARROLLO","poweredOff","virtual",192,26.01024,165.98976
"8671","trpocdevfscl01","MTY","DESARROLLO","poweredOff","virtual",290,39.2863,250.7137
"8672","trpocdevfscl02","MTY","DESARROLLO","poweredOff","virtual",290,39.2863,250.7137
"8673","trpocdevibmg01","MTY","DESARROLLO","poweredOff","virtual",100,25.368,74.632
"8674","trpocdeviisx01","MTY","DESARROLLO","poweredOff","virtual",192,26.01024,165.98976
"8675","trpocdeviisx02","MTY","DESARROLLO","poweredOff","virtual",192,26.01024,165.98976
"8676","trpocdevmsdc01","MTY","DESARROLLO","poweredOff","virtual",192,26.01024,165.98976
"8677","trpocdevmsql01","MTY","DESARROLLO","poweredOff","virtual",573,346.1493,226.8507
"8678","trpocdevmsql02","MTY","DESARROLLO","poweredOff","virtual",573,305.6949,267.3051
"8679","trpocdevnetx01","MTY","DESARROLLO","poweredOff","virtual",192,26.01024,165.98976
"8680","trpocdevnetx02","MTY","DESARROLLO","poweredOff","virtual",192,26.01024,165.98976
"8681","trpocdevorcl01","MTY","DESARROLLO","poweredOff","virtual",318,43.07946,274.92054
"8682","trpocdevwebl01","MTY","DESARROLLO","poweredOff","virtual",151,34.66205,116.33795
"8683","trpoclabadua01","MTY","OTROS","poweredOff","virtual",80,10.8376,69.1624
"8684","trpocuatiisx01","MTY","UAT","poweredOff","virtual",128,33.7088,94.2912
"8685","trpocuatiisx02","MTY","UAT","poweredOn","virtual",128,23.7824,104.2176
"8686","trpocuatiisx03","MTY","UAT","poweredOn","virtual",128,23.7824,104.2176
"8687","trpocuatiisx04","MTY","UAT","poweredOn","virtual",128,23.7824,104.2176
"8688","trpocuatiisx05","MTY","UAT","poweredOn","virtual",128,23.7824,104.2176
"8689","trpocuatiisx06","MTY","UAT","poweredOff","virtual",128,77.3248,50.6752
"8690","trpocuatiisx07","MTY","UAT","poweredOff","virtual",128,17.34016,110.65984
"8691","trpocuatiisx08","MTY","UAT","poweredOff","virtual",128,17.34016,110.65984
"8692","trpocuatmsql01","MTY","UAT","poweredOff","virtual",364,168.37548,195.62452
"8693","trpocuatmsql02","MTY","UAT","poweredOff","virtual",1080.001953125,246.942446582031,833.059506542969
"8694","trpocuatmsql03","MTY","UAT","poweredOff","virtual",1080.001953125,246.942446582031,833.059506542969
"8695","trpocuatmsql04","MTY","UAT","poweredOn","virtual",464.4287109375,86.2908544921875,378.137856445313
"8696","trpocuatmsql05","MTY","UAT","poweredOn","virtual",464.4287109375,86.2908544921875,378.137856445313
"8697","trpocuatmsql06","MTY","UAT","poweredOn","virtual",192,55.6608,136.3392
"8698","trpocuatorclc01","MTY","UAT","poweredOff","virtual",601,145.6824,455.3176
"8699","trppmdevhpan01","MTY","DESARROLLO","poweredOn","virtual",214,37.0006,176.9994
"8700","trppmdevmsql01","MTY","DESARROLLO","poweredOn","virtual",214,152.05703125,61.94296875
"8701","trppmuatppmc01","MTY","UAT","poweredOn","virtual",180,38.066,141.934
"8702","trprmprocpmg03","MTY","PRODUCCION","poweredOn","virtual",39.986328125,36.77142734375,3.21490078125
"8703","trprmprocpmg04","MTY","PRODUCCION","poweredOn","virtual",39.986328125,36.77142734375,3.21490078125
"8704","trprmprocpmg05","MTY","PRODUCCION","poweredOn","virtual",39.986328125,36.77142734375,3.21490078125
"8705","trprmprocpmg06","MTY","PRODUCCION","poweredOn","virtual",39.986328125,36.77142734375,3.21490078125
"8706","trprmprocpmg07","MTY","PRODUCCION","poweredOn","virtual",39.986328125,36.77142734375,3.21490078125
"8707","trprmprocpmg08","MTY","PRODUCCION","poweredOn","virtual",59.982421875,55.15983515625,4.82258671875
"8708","trptlproiisx01","MTY","PRODUCCION","poweredOn","virtual",112,68.8296,43.1704
"8709","trptlproiisx02","MTY","PRODUCCION","poweredOn","virtual",112,68.8296,43.1704
"8710","trptlproiisx03","MTY","PRODUCCION","poweredOn","virtual",112,68.8296,43.1704
"8711","trptlproiisx04","MTY","PRODUCCION","poweredOn","virtual",112,68.8296,43.1704
"8712","trptlproiisx05","MTY","PRODUCCION","poweredOn","virtual",112,68.8296,43.1704
"8713","trptlproiisx06","MTY","PRODUCCION","poweredOn","virtual",112,68.8296,43.1704
"8714","trptsproasrm01","CPN","PRODUCCION","poweredOn","virtual",192,180.72,11.28
"8715","trptsproasrm01","MTY","PRODUCCION","poweredOff","virtual",192,41.50848,150.49152
"8716","trptsproasrm02","MTY","PRODUCCION","poweredOff","virtual",192,157.1616,34.8384
"8717","trptsproasrm03","CPN","PRODUCCION","poweredOn","virtual",192,180.72,11.28
"8718","trptsproasrm03","MTY","PRODUCCION","poweredOff","virtual",192,41.50848,150.49152
"8719","trptsproasrm04","MTY","PRODUCCION","poweredOff","virtual",413,197.6618,215.3382
"8720","trptsproiisx01","MTY","PRODUCCION","suspended","virtual",192,91.8912,100.1088
"8721","trptsproorcl01","CPN","PRODUCCION","poweredOn","virtual",1042,980.7825,61.2175
"8722","trptsproorcl01","MTY","PRODUCCION","poweredOff","virtual",1042,479.65344,562.34656
"8723","trrdepromsql01","CPN","PRODUCCION","poweredOff","virtual",96,45.9649941656943,50.0350058343057
"8724","trrdeproshre01","CPN","PRODUCCION","poweredOff","virtual",33.8818359375,16.2226915748979,17.6591443626021
"8725","trrdeproshre01","MTY","PRODUCCION","poweredOn","virtual",33.8818359375,17.3830759277344,16.4987600097656
"8726","trrdeproshre02","CPN","PRODUCCION","poweredOff","virtual",96,45.9649941656943,50.0350058343057
"8727","trredprowasx01","CPN","PRODUCCION","poweredOn","virtual",120,53.826,66.174
"8728","trredprowasx01","MTY","PRODUCCION","poweredOn","virtual",120,66.328125,53.671875
"8729","trredprowasx02","CPN","PRODUCCION","poweredOn","virtual",120,53.826,66.174
"8730","trredprowasx02","MTY","PRODUCCION","poweredOn","virtual",120,66.328125,53.671875
"8731","trremdeviisx01","MTY","DESARROLLO","poweredOn","virtual",67.7734375,38.939228515625,28.834208984375
"8732","trremproitsm01","CPN","PRODUCCION","poweredOn","virtual",67.767578125,44.3166077148438,23.4509704101562
"8733","trremproitsm01","MTY","PRODUCCION","poweredOn","virtual",67.767578125,54.8476893554688,12.9198887695312
"8734","trremproorcl01","MTY","PRODUCCION","poweredOn","virtual",1969.9052734375,1520.26783305664,449.637440380859
"8735","trresprorpki01","MTY","PRODUCCION","poweredOff","virtual",532.001953125,122.121048339844,409.880904785156
