"","VM","Disk","Capacity.MB_tabvDisk","Path","Cluster","OS","DataCenter","Name","path_","Powerstate","Provisioned.MB_tabvInfo","Address","Capacity.MB","Provisioned.MB","In.Use.MB","Free.MB","wwn","Sym","Bound_Pool_Name","Flgs_EMPT","Total_GBs","Total_Allocated_GBs","Total_Allocated_GBs_pct","Total_Written_GBs","Total_Written_GBs_pct","Compressed_Size_Ratio_GBs","Compressed_Size_Ratio_GBs_pct","vmax","Physical","Config","Attr","conteo","Pct_Allocated_Sym","Capacidad_disk_toSym_real","Capacidad_disk_toSym_fantasia","Capacity.TB_tabvDisk"
"581","tqdypuatwasx05","Hard disk 4",5120,"[TQCLAPP24-VMAX1-Tier1-009] tqdypuatwasx05/tqdypuatwasx05_2.vmdk","tqclapp24","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp24-vmax1-tier1-009"," tqdypuatwasx05/tqdypuatwasx05_2.vmdk","poweredOn",105567,"naa.60000970000192602293533037394638",526336,396844,353828,172508,"60000970000192602293533037394638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"582","tqdypuatwasx05","Hard disk 1",32768,"[TQCLAPP24-VMAX1-Tier1-015] tqdypuatwasx05/tqdypuatwasx05.vmdk","tqclapp24","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp24-vmax1-tier1-015"," tqdypuatwasx05/tqdypuatwasx05.vmdk","poweredOn",105567,"naa.60000970000192602293533030443341",526336,339366,303542,222794,"60000970000192602293533030443341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"583","tqdypuatwasx06","Hard disk 3",5120,"[TQCLAPP24-VMAX1-Tier1-009] tqdypuatwasx06/tqdypuatwasx06_1.vmdk","tqclapp24","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp24-vmax1-tier1-009"," tqdypuatwasx06/tqdypuatwasx06_1.vmdk","poweredOn",105567,"naa.60000970000192602293533037394638",526336,396844,353828,172508,"60000970000192602293533037394638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"584","tqdypuatwasx06","Hard disk 1",32768,"[TQCLAPP24-VMAX1-Tier1-058] tqdypuatwasx06/tqdypuatwasx06.vmdk","tqclapp24","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp24-vmax1-tier1-058"," tqdypuatwasx06/tqdypuatwasx06.vmdk","poweredOn",105567,"naa.60000970000192602293533030434644",526336,407620,374076,152260,"60000970000192602293533030434644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"585","tqdypuatwasx06","Hard disk 4",5120,"[TQCLAPP24-VMAX1-Tier1-009] tqdypuatwasx06/tqdypuatwasx06_2.vmdk","tqclapp24","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp24-vmax1-tier1-009"," tqdypuatwasx06/tqdypuatwasx06_2.vmdk","poweredOn",105567,"naa.60000970000192602293533037394638",526336,396844,353828,172508,"60000970000192602293533037394638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"586","tqdypuatwasx06","Hard disk 2",46080,"[TQCLAPP24-VMAX1-Tier1-009] tqdypuatwasx06/tqdypuatwasx06.vmdk","tqclapp24","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp24-vmax1-tier1-009"," tqdypuatwasx06/tqdypuatwasx06.vmdk","poweredOn",105567,"naa.60000970000192602293533037394638",526336,396844,353828,172508,"60000970000192602293533037394638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
"587","tqemgproorcl01","Hard disk 8",409601,"[TQCLDBX24-VMAX1-Tier1-001] tqsitproemdb01/tqsitproemdb01.vmdk","tqcldbx20","Oracle Linux 4/5/6/7 (64-bit)","QRO","tqcldbx24-vmax1-tier1-001"," tqsitproemdb01/tqsitproemdb01.vmdk","poweredOn",2759781,"naa.60000970000192602293533038323236",526336,334852,334852,191484,"60000970000192602293533038323236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.0009765625
"588","tqemgproorcl02","Hard disk 7",409601,"[TQCLDBX24-VMAX1-Tier1-001] tqsitproemdb01/tqsitproemdb01.vmdk","tqcldbx20","Oracle Linux 4/5/6/7 (64-bit)","QRO","tqcldbx24-vmax1-tier1-001"," tqsitproemdb01/tqsitproemdb01.vmdk","poweredOn",2247780,"naa.60000970000192602293533038323236",526336,334852,334852,191484,"60000970000192602293533038323236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.0009765625
"589","tqemguatorcl02","Hard disk 4",16384,"[TQCLDBX22-VMAX2-Tier1-013] tqsitdevemdb02/tqsitdevemdb02.vmdk","tqcldbx22","Oracle Linux 4/5/6/7 (64-bit)","QRO","tqcldbx22-vmax2-tier1-013"," tqsitdevemdb02/tqsitdevemdb02.vmdk","poweredOn",553060,"naa.60000970000192600669533033354441",526336,344638,344638,181698,"60000970000192600669533033354441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"590","tqfopproappe01","Hard disk 2",51200,"[TQCLAPP20-VMAX1-Tier1-018] tqfopproappe01/tqfopproappe01.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-018"," tqfopproappe01/tqfopproappe01.vmdk","poweredOff",92394,"naa.60000970000192602293533035383643",526336,291404,124204,402132,"60000970000192602293533035383643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
"591","tqfopproappe01","Hard disk 1",32768,"[TQCLAPP20-VMAX1-Tier1-036] tqfopproappe01/tqfopproappe01.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-036"," tqfopproappe01/tqfopproappe01.vmdk","poweredOff",92394,"naa.60000970000192602293533035374632",526336,364201,302048,224288,"60000970000192602293533035374632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"592","tqfopproappe02","Hard disk 2",51200,"[TQCLAPP20-VMAX2-Tier1-049] tqfopproappe02/tqfopproappe02.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax2-tier1-049"," tqfopproappe02/tqfopproappe02.vmdk","poweredOff",92394,"naa.60000970000192600669533033313338",526336,477774,386040,140296,"60000970000192600669533033313338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
"593","tqfopproappe02","Hard disk 1",32768,"[TQCLAPP20-VMAX1-Tier1-030] tqfopproappe02/tqfopproappe02.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-030"," tqfopproappe02/tqfopproappe02.vmdk","poweredOff",92394,"naa.60000970000192602293533039314541",526336,415156,346072,180264,"60000970000192602293533039314541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"594","tqfopproascg01","Hard disk 2",51200,"[TQCLAPP20-VMAX1-Tier1-008] tqfopproascg01/tqfopproascg01.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-008"," tqfopproascg01/tqfopproascg01.vmdk","poweredOn",92252,"naa.60000970000192602293533034353243",526336,450379,402584,123752,"60000970000192602293533034353243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
"595","tqfopproascg01","Hard disk 1",32768,"[TQCLAPP20-VMAX2-Tier1-059] tqfopproascg01/tqfopproascg01.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax2-tier1-059"," tqfopproascg01/tqfopproascg01.vmdk","poweredOn",92252,"naa.60000970000192600669533030354433",526336,361379,284490,241846,"60000970000192600669533030354433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"596","tqfopproascg02","Hard disk 2",51200,"[TQCLAPP20-VMAX1-Tier1-022] tqfopproascg02/tqfopproascg02.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-022"," tqfopproascg02/tqfopproascg02.vmdk","poweredOn",97373,"naa.60000970000192602293533035384139",526336,535043,385838,140498,"60000970000192602293533035384139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
"597","tqfopproascg02","Hard disk 1",32768,"[TQCLAPP20-VMAX1-Tier1-033] tqfopproascg02/tqfopproascg02.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-033"," tqfopproascg02/tqfopproascg02.vmdk","poweredOn",97373,"naa.60000970000192602293533035374235",526336,509985,409720,116616,"60000970000192602293533035374235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"598","tqfopproascg02","Hard disk 3",5120,"[TQCLAPP20-VMAX1-Tier1-033] tqfopproascg02/tqfopproascg02_1.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-033"," tqfopproascg02/tqfopproascg02_1.vmdk","poweredOn",97373,"naa.60000970000192602293533035374235",526336,509985,409720,116616,"60000970000192602293533035374235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"599","tqfopproawls01","Hard disk 2",51200,"[TQCLAPP20-VMAX1-Tier1-022] tqfopproawls01/tqfopproawls01.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-022"," tqfopproawls01/tqfopproawls01.vmdk","poweredOn",93276,"naa.60000970000192602293533035384139",526336,535043,385838,140498,"60000970000192602293533035384139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
"600","tqfopproawls01","Hard disk 1",32768,"[TQCLAPP20-VMAX2-Tier1-058] tqfopproawls01/tqfopproawls01.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax2-tier1-058"," tqfopproawls01/tqfopproawls01.vmdk","poweredOn",93276,"naa.60000970000192600669533030344446",526336,439196,393966,132370,"60000970000192600669533030344446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"601","tqfopproawls01","Hard disk 3",5120,"[TQCLAPP20-VMAX2-Tier1-058] tqfopproawls01/tqfopproawls01_1.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax2-tier1-058"," tqfopproawls01/tqfopproawls01_1.vmdk","poweredOn",93276,"naa.60000970000192600669533030344446",526336,439196,393966,132370,"60000970000192600669533030344446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"602","tqfopproawls02","Hard disk 2",51200,"[TQCLAPP20-VMAX1-Tier1-020] tqfopproawls02/tqfopproawls02.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-020"," tqfopproawls02/tqfopproawls02.vmdk","poweredOn",97373,"naa.60000970000192602293533035434534",526336,279112,177888,348448,"60000970000192602293533035434534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
"603","tqfopproawls02","Hard disk 3",5120,"[TQCLAPP20-VMAX1-Tier1-038] tqfopproawls02/tqfopproawls02_1.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-038"," tqfopproawls02/tqfopproawls02_1.vmdk","poweredOn",97373,"naa.60000970000192602293533035433641",526336,353099,279652,246684,"60000970000192602293533035433641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"604","tqfopproawls02","Hard disk 1",32768,"[TQCLAPP20-VMAX1-Tier1-038] tqfopproawls02/tqfopproawls02.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-038"," tqfopproawls02/tqfopproawls02.vmdk","poweredOn",97373,"naa.60000970000192602293533035433641",526336,353099,279652,246684,"60000970000192602293533035433641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"605","tqfopproawls03","Hard disk 2",51200,"[TQCLAPP20-VMAX2-Tier1-052] tqfopproawls03/tqfopproawls03.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax2-tier1-052"," tqfopproawls03/tqfopproawls03.vmdk","poweredOn",97373,"naa.60000970000192600669533030363130",526336,308840,183346,342990,"60000970000192600669533030363130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
"606","tqfopproawls03","Hard disk 1",32768,"[TQCLAPP20-VMAX1-Tier1-044] tqfopproawls03/tqfopproawls03.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-044"," tqfopproawls03/tqfopproawls03.vmdk","poweredOn",97373,"naa.60000970000192602293533035413931",526336,124910,107492,418844,"60000970000192602293533035413931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"607","tqfopproawls03","Hard disk 3",5120,"[TQCLAPP20-VMAX1-Tier1-044] tqfopproawls03/tqfopproawls03_1.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-044"," tqfopproawls03/tqfopproawls03_1.vmdk","poweredOn",97373,"naa.60000970000192602293533035413931",526336,124910,107492,418844,"60000970000192602293533035413931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"608","tqfopproemgr01","Hard disk 1",32768,"[TQCLDBX20-VMAX1-Tier1-038] tqfopproemgr01/tqfopproemgr01.vmdk","tqcldbx20","SUSE Linux Enterprise 11 (64-bit)","QRO","tqcldbx20-vmax1-tier1-038"," tqfopproemgr01/tqfopproemgr01.vmdk","poweredOn",92253,"naa.60000970000192602293533035323637",526336,211210,193202,333134,"60000970000192602293533035323637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"609","tqfopproemgr01","Hard disk 2",51200,"[TQCLDBX24-VMAX1-Tier1-002] tqfopproemgr01/tqfopproemgr01.vmdk","tqcldbx20","SUSE Linux Enterprise 11 (64-bit)","QRO","tqcldbx24-vmax1-tier1-002"," tqfopproemgr01/tqfopproemgr01.vmdk","poweredOn",92253,"naa.60000970000192602293533035324134",526336,93135,84634,441702,"60000970000192602293533035324134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
"610","tqfopprohypr05","Hard disk 2",61440,"[TQCLWEB20-VMAX1-Tier1-006] tqfopprohypr05/tqfopprohypr05.vmdk","tqclweb20-NO-Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclweb20-vmax1-tier1-006"," tqfopprohypr05/tqfopprohypr05.vmdk","poweredOn",140021,"naa.60000970000192602293533035334138",526336,84766,84766,441570,"60000970000192602293533035334138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"611","tqfopprohypr05","Hard disk 1",65536,"[TQCLWEB20-VMAX1-Tier1-022] tqfopprohypr05/tqfopprohypr05.vmdk","tqclweb20-NO-Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclweb20-vmax1-tier1-022"," tqfopprohypr05/tqfopprohypr05.vmdk","poweredOn",140021,"naa.60000970000192602293533033463936",526336,467443,377404,148932,"60000970000192602293533033463936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
"612","tqfopprohypr06","Hard disk 2",61440,"[TQCLWEB20-VMAX1-Tier1-011] tqfopprohypr06/tqfopprohypr06.vmdk","tqclweb20-NO-Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclweb20-vmax1-tier1-011"," tqfopprohypr06/tqfopprohypr06.vmdk","poweredOn",139381,"naa.60000970000192602293533035353136",526336,245390,225658,300678,"60000970000192602293533035353136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"613","tqfopprohypr06","Hard disk 1",65536,"[TQCLWEB20-VMAX1-Tier1-027] tqfopprohypr06/tqfopprohypr06.vmdk","tqclweb20-NO-Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclweb20-vmax1-tier1-027"," tqfopprohypr06/tqfopprohypr06.vmdk","poweredOn",139381,"naa.60000970000192602293533035343546",526336,396568,331728,194608,"60000970000192602293533035343546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
"614","tqfopprohypr07","Hard disk 2",61440,"[TQCLAPP20-VMAX1-Tier1-013] tqfopprohypr07/tqfopprohypr07.vmdk","tqclapp20 NO Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclapp20-vmax1-tier1-013"," tqfopprohypr07/tqfopprohypr07.vmdk","poweredOn",141809,"naa.60000970000192602293533035383246",526336,516510,347434,178902,"60000970000192602293533035383246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"615","tqfopprohypr07","Hard disk 1",65536,"[TQCLAPP20-VMAX1-Tier1-036] tqfopprohypr07/tqfopprohypr07.vmdk","tqclapp20 NO Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclapp20-vmax1-tier1-036"," tqfopprohypr07/tqfopprohypr07.vmdk","poweredOn",141809,"naa.60000970000192602293533035374632",526336,364201,302048,224288,"60000970000192602293533035374632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
"616","tqfopprohypr08","Hard disk 1",65536,"[TQCLAPP20-VMAX1-Tier1-037] tqfopprohypr08/tqfopprohypr08.vmdk","tqclapp20 NO Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclapp20-vmax1-tier1-037"," tqfopprohypr08/tqfopprohypr08.vmdk","poweredOn",138805,"naa.60000970000192602293533035393630",526336,480977,409198,117138,"60000970000192602293533035393630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
"617","tqfopprohypr08","Hard disk 2",61440,"[TQCLAPP20-VMAX1-Tier1-009] tqfopprohypr08/tqfopprohypr08.vmdk","tqclapp20 NO Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclapp20-vmax1-tier1-009"," tqfopprohypr08/tqfopprohypr08.vmdk","poweredOn",138805,"naa.60000970000192602293533039324445",526336,394099,394099,132237,"60000970000192602293533039324445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"618","tqfopprohypr09","Hard disk 2",61440,"[TQCLWEB20-VMAX1-Tier1-012] tqfopprohypr09/tqfopprohypr09.vmdk","tqclweb20-NO-Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclweb20-vmax1-tier1-012"," tqfopprohypr09/tqfopprohypr09.vmdk","poweredOn",140290,"naa.60000970000192602293533035363437",526336,423572,423572,102764,"60000970000192602293533035363437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"619","tqfopprohypr09","Hard disk 1",65536,"[TQCLWEB20-VMAX1-Tier1-028] tqfopprohypr09/tqfopprohypr09.vmdk","tqclweb20-NO-Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclweb20-vmax1-tier1-028"," tqfopprohypr09/tqfopprohypr09.vmdk","poweredOn",140290,"naa.60000970000192602293533035353930",526336,401965,280506,245830,"60000970000192602293533035353930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
"620","tqfopprohypr10","Hard disk 1",65536,"[TQCLWEB20-VMAX1-Tier1-025] tqfopprohypr10/tqfopprohypr10.vmdk","tqclweb20-NO-Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclweb20-vmax1-tier1-025"," tqfopprohypr10/tqfopprohypr10.vmdk","poweredOn",136094,"naa.60000970000192602293533035363834",526336,356567,348142,178194,"60000970000192602293533035363834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
"621","tqfopprohypr10","Hard disk 2",61440,"[TQCLWEB20-VMAX1-Tier1-005] tqfopprohypr10/tqfopprohypr10.vmdk","tqclweb20-NO-Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclweb20-vmax1-tier1-005"," tqfopprohypr10/tqfopprohypr10.vmdk","poweredOn",136094,"naa.60000970000192602293533035364645",526336,407248,407248,119088,"60000970000192602293533035364645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"622","tqfopprohypr11","Hard disk 2",61440,"[TQCLAPP20-VMAX1-Tier1-015] tqfopprohypr11/tqfopprohypr11.vmdk","tqclapp20 NO Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclapp20-vmax1-tier1-015"," tqfopprohypr11/tqfopprohypr11.vmdk","poweredOn",142637,"naa.60000970000192602293533035434137",526336,174680,174680,351656,"60000970000192602293533035434137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"623","tqfopprohypr11","Hard disk 1",65536,"[TQCLAPP20-VMAX1-Tier1-035] tqfopprohypr11/tqfopprohypr11.vmdk","tqclapp20 NO Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclapp20-vmax1-tier1-035"," tqfopprohypr11/tqfopprohypr11.vmdk","poweredOn",142637,"naa.60000970000192602293533035433244",526336,290084,290084,236252,"60000970000192602293533035433244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
"624","tqfopprohypr12","Hard disk 1",65536,"[TQCLAPP20-VMAX1-Tier1-041] tqfopprohypr12/tqfopprohypr12.vmdk","tqclapp20 NO Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclapp20-vmax1-tier1-041"," tqfopprohypr12/tqfopprohypr12.vmdk","poweredOn",145212,"naa.60000970000192602293533035443545",526336,408412,347494,178842,"60000970000192602293533035443545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
"625","tqfopprohypr12","Hard disk 2",61440,"[TQCLAPP20-VMAX1-Tier1-015] tqfopprohypr12/tqfopprohypr12.vmdk","tqclapp20 NO Construir","Microsoft Windows Server 2008 R2 (64-bit)","QRO","tqclapp20-vmax1-tier1-015"," tqfopprohypr12/tqfopprohypr12.vmdk","poweredOn",145212,"naa.60000970000192602293533035434137",526336,174680,174680,351656,"60000970000192602293533035434137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"626","tqfopprohypr13","Hard disk 1",65536,"[TQCLAPP20-VMAX1-Tier1-033] tqfopprohypr13/tqfopprohypr13.vmdk","tqclapp20 NO Construir","Microsoft Windows Server 2008 (64-bit)","QRO","tqclapp20-vmax1-tier1-033"," tqfopprohypr13/tqfopprohypr13.vmdk","poweredOn",165516,"naa.60000970000192602293533035374235",526336,509985,409720,116616,"60000970000192602293533035374235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
"627","tqfopprohypr13","Hard disk 2",81920,"[TQCLAPP20-VMAX1-Tier1-013] tqfopprohypr13/tqfopprohypr13.vmdk","tqclapp20 NO Construir","Microsoft Windows Server 2008 (64-bit)","QRO","tqclapp20-vmax1-tier1-013"," tqfopprohypr13/tqfopprohypr13.vmdk","poweredOn",165516,"naa.60000970000192602293533035383246",526336,516510,347434,178902,"60000970000192602293533035383246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
"628","tqfopprohypr15","Hard disk 2",81920,"[TQCLAPP20-VMAX1-Tier1-023] tqfopprohypr15/tqfopprohypr15.vmdk","tqclapp20 NO Construir","Microsoft Windows Server 2008 (64-bit)","QRO","tqclapp20-vmax1-tier1-023"," tqfopprohypr15/tqfopprohypr15.vmdk","poweredOn",163958,"naa.60000970000192602293533035424233",526336,387218,387218,139118,"60000970000192602293533035424233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
"629","tqfopprohypr15","Hard disk 1",65536,"[TQCLAPP20-VMAX1-Tier1-037] tqfopprohypr15/tqfopprohypr15.vmdk","tqclapp20 NO Construir","Microsoft Windows Server 2008 (64-bit)","QRO","tqclapp20-vmax1-tier1-037"," tqfopprohypr15/tqfopprohypr15.vmdk","poweredOn",163958,"naa.60000970000192602293533035393630",526336,480977,409198,117138,"60000970000192602293533035393630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
"630","tqfoppromelm01","Hard disk 2",61440,"[TQCLAPP20-VMAX1-Tier1-018] tqfoppromelm01/tqfoppromelm01.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-018"," tqfoppromelm01/tqfoppromelm01.vmdk","poweredOff",110902,"naa.60000970000192602293533035383643",526336,291404,124204,402132,"60000970000192602293533035383643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"631","tqfoppromelm01","Hard disk 1",32768,"[TQCLAPP20-VMAX1-Tier1-033] tqfoppromelm01/tqfoppromelm01.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax1-tier1-033"," tqfoppromelm01/tqfoppromelm01.vmdk","poweredOff",110902,"naa.60000970000192602293533035374235",526336,509985,409720,116616,"60000970000192602293533035374235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"632","tqfoppromelm02","Hard disk 2",61440,"[TQCLAPP20-VMAX2-Tier1-049] tqfoppromelm02/tqfoppromelm02.vmdk","tqclapp20 NO Construir","SUSE Linux Enterprise 11 (64-bit)","QRO","tqclapp20-vmax2-tier1-049"," tqfoppromelm02/tqfoppromelm02.vmdk","poweredOff",110902,"naa.60000970000192600669533033313338",526336,477774,386040,140296,"60000970000192600669533033313338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
