"","servidor","aplicacion"
"7391","TQMPRSTRPRSC02","MPR"
"7392","TQMPRSTRWBMQ05","MPR"
"7393","TQMPRUATWEBP03","MPR"
"7394","TQMPRSTRCOGD02","MPR"
"7395","TQMPRUATCDCT04","MPR"
"7396","TQMPRSTRESCS02","MPR"
"7397","TQMPRSTRWBMQ10","MPR"
"7398","TQMPRUATSREP02","MPR"
"7399","TQMPRSTRJBPR03","MPR"
"7400","TQMPRUATIDPC02","MPR"
"7401","TQMPRUATWBMQ10","MPR"
"7402","TQMPRUATCOGC02","MPR"
"7403","TQMPRSTRJBPR01","MPR"
"7404","TQMPRUATPKIA03","MPR"
"7405","TQMPRUATPKIX02","MPR"
"7406","TQMPRUATSCOM01","MPR"
"7407","TQMPRSTRCOGD01","MPR"
"7408","TQMPRSTRCDCT12","MPR"
"7409","TQMPRUATCOGR02","MPR"
"7410","TQMPRUATPRSR05","MPR"
"7411","TQMPRSTRPLTW02","MPR"
"7412","TQMPRSTRAPCH02","MPR"
"7413","TQMSKSTROPTM01","MSK"
"7414","TQMTSUATMSQL01","MTS"
"7415","MVA XMAIL","MVA XMAIL"
"7416","TQDPAPROWEBL115","Mantenimiento a las declaraciones anuales"
"7417","TQDPAPROOHSX02","Mantenimiento a las declaraciones anuales"
"7418","TQIDNPROIDPS04","Mantenimiento a las declaraciones anuales"
"7419","TQIDNPROIDPS03","Mantenimiento a las declaraciones anuales"
"7420","TQIDNPROIDPS02","Mantenimiento a las declaraciones anuales"
"7421","TQIDNPROIDPS01","Mantenimiento a las declaraciones anuales"
"7422","TQDPAPROWEBL114","Mantenimiento a las declaraciones anuales"
"7423","TQDPAPROWEBL111","Mantenimiento a las declaraciones anuales"
"7424","TQDPAPROWEBL110","Mantenimiento a las declaraciones anuales"
"7425","TQDPAPROWEBL108","Mantenimiento a las declaraciones anuales"
"7426","TQDPAPROWEBL107","Mantenimiento a las declaraciones anuales"
"7427","TQDPAPROWEBL106","Mantenimiento a las declaraciones anuales"
"7428","TQDPAPROWEBL102","Mantenimiento a las declaraciones anuales"
"7429","TQDPAPROWEBL101","Mantenimiento a las declaraciones anuales"
"7430","TQDPAPROORCL04","Mantenimiento a las declaraciones anuales"
"7431","TQDPAPROORCL03","Mantenimiento a las declaraciones anuales"
"7432","TQDPAPROORCL02","Mantenimiento a las declaraciones anuales"
"7433","TQDPAPROORCL01","Mantenimiento a las declaraciones anuales"
"7434","TQDPAPROOHSX15","Mantenimiento a las declaraciones anuales"
"7435","TQDPAPROOHSX13","Mantenimiento a las declaraciones anuales"
"7436","TQDPAPROOHSX07","Mantenimiento a las declaraciones anuales"
"7437","TQDPAPROOHSX06","Mantenimiento a las declaraciones anuales"
"7438","TQDPAPROOHSX04","Mantenimiento a las declaraciones anuales"
"7439","TQDPAPROOHSX03","Mantenimiento a las declaraciones anuales"
"7440","TQDPAPROOHSX01","Mantenimiento a las declaraciones anuales"
"7441","TQDPAPROWEBL103","Mantenimiento a las declaraciones anuales"
"7442","TQDPAPROWEBL109","Mantenimiento a las declaraciones anuales"
"7443","TQDPAPROOHSX08","Mantenimiento a las declaraciones anuales"
"7444","TQDPAPROOHSX11","Mantenimiento a las declaraciones anuales"
"7445","TQIDNPROIPCC02","Mantenimiento a las declaraciones anuales"
"7446","TQDPAPROWEBL113","Mantenimiento a las declaraciones anuales"
"7447","TQDPAPROOHSX05","Mantenimiento a las declaraciones anuales"
"7448","TQDPAPROWEBL104","Mantenimiento a las declaraciones anuales"
"7449","TQDPAPROWEBL112","Mantenimiento a las declaraciones anuales"
"7450","TQDPAPROOHSX14","Mantenimiento a las declaraciones anuales"
"7451","TQDPAPROOHSX12","Mantenimiento a las declaraciones anuales"
"7452","TQDPAPROWEBL105","Mantenimiento a las declaraciones anuales"
"7453","TQIDNPROLAGS03","Mantenimiento a las declaraciones anuales"
"7454","TQIDNPROLAGS04","Mantenimiento a las declaraciones anuales"
"7455","TQDPAPROOHSX09","Mantenimiento a las declaraciones anuales"
"7456","TQDPAPROOHSX10","Mantenimiento a las declaraciones anuales"
"7457","TQIDNPROLAGS01","Mantenimiento a las declaraciones anuales"
"7458","TQIDNPROLAGS02","Mantenimiento a las declaraciones anuales"
"7459","VOR4 FISICA","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7460","VOR3 VIRTUAL","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7461","VOR3 FISICA","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7462","TQTABPROWEBC02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7463","TQTABPROWEBC01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7464","TQSITPROORCL02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7465","TQSITPROORCL01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7466","TQRFCPROORCL07","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7467","TQRFCPROORCL04","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7468","TQIDNPROIPCC07","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7469","TQIDNPROIPCC06","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7470","TQIDNPROIPCC05","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7471","TQIDNPROIPCC04","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7472","TQIDNPROIPCC03","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7473","TQIDNPROIPCC02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7474","TQIDNPROIPCC01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7475","TQIDNPROIDPEE06","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7476","TQIDNPROIDPEE04","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7477","TQIDNPROIDPEE03","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7478","TQIDNPROAGNC04","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7479","TQIDNPROAGNC03","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7480","TQIDNPROAGNC01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7481","TQSITPROORCL03","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7482","TQFOPPROORCL03","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7483","TQFOPPROORCL02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7484","TQFOPPROORCL01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7485","TQIDNPROAGNE03","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7486","TQBZTPROOHSE02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7487","TQBZTPROOHSE01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7488","TQBZTPROOHSC01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7489","TQIDNPROAGNE04","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7490","TQAGFPROORCL09","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7491","TQAGFPROORCL08","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7492","TQAGFPROORCL06","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7493","TQAGFPROCOHE01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7494","TQAGFPROCOHC03","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7495","TQAGFPROCOHC01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7496","TQBZTPROOHSC02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7497","TQGCTPROWEBL01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7498","TQAGFPROCOHC04","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7499","TQIDNPROIDPEE01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7500","TQRFCPROORCL03","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7501","TQAGFPROCOHE02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7502","TQAGFPROCOHE03","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7503","TQCCTPROWEBL02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7504","TQIDNPROAGNE02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7505","TQBUSPROIHSX02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7506","TQAGFPROORCL04","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7507","TQIDNPROIDPEE02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7508","TQBUSPROIHSX01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7509","TQTABPROWEBE02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7510","TQAGFPROORCL05","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7511","TQTABPROWEBE01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7512","TQIDNPROIDPEE05","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7513","TQRFCPROORCL08","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7514","TQAGFPROORCL07","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7515","TQBZTPROOHSC03","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7516","TQAGFPROCOHC02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7517","TQCCTPROWEBL01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7518","TQBZTPROOHSE03","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7519","TQIDNPROAGNC02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7520","TQIDNPROAGNE01","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7521","VOR4 VIRTUAL","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7522","TQGCTPROWEBL02","Modulo de registros de codigos de seguridad en cajetillas de Cigarros"
"7523","TQNEEPROWEBE02","NEE"
"7524","TQNEEPROWEBC03","NEE"
"7525","TQNEEPROWEBE04","NEE"
"7526","TQNEEPROWEBE101","NEE"
"7527","TQNEEPROOHSE02","NEE"
"7528","TQNEEPROWEBE103","NEE"
"7529","TQNEEPROWEBE102","NEE"
"7530","TQNEEPROWEBC01","NEE"
"7531","TQNEEPROWEBE104","NEE"
"7532","TQNEEPROOHSE101","NEE"
"7533","TQNEEPROWEBE03","NEE"
"7534","TQNEEPROWEBC101","NEE"
"7535","TQNEEPROOHSC101","NEE"
"7536","TQNEEPROOHSE01","NEE"
"7537","TQNEEPROWEBE01","NEE"
"7538","TQNEEPROWEBC103","NEE"
"7539","TQNEEPROWEBC102","NEE"
"7540","TQNEEPROOHSE102","NEE"
"7541","TQNEEPROOHSC01","NEE"
"7542","TQNEEPROWEBC02","NEE"
"7543","TQNEEPROOHSC102","NEE"
"7544","TQNEEPROOHSC02","NEE"
"7545","NEW VIRTUAL MACHINE","NEW VIRTUAL MACHINE"
"7546","TRCCNPRONNMA01","NNM"
"7547","TQNOMUATNOMW01","NOM"
"7548","TQNOMDEVNOMW01","NOM"
"7549","TQNOMUATNOMW02","NOM"
"7550","TRNOMPROMSQL02","NOMINA SAT"
"7551","TRNOMLABMSQL01","NOMINA SAT"
"7552","TQNOMUATNOMW01","NOMINA SAT"
"7553","SATCPACTXLS01","NOMINA SAT"
"7554","SATCPACTX05","NOMINA SAT"
"7555","SATCPACTX04","NOMINA SAT"
"7556","SATCPACTX03","NOMINA SAT"
"7557","TQNOMDEVNOMW01","NOMINA SAT"
"7558","TRNOMPROMSQL03","NOMINA SAT"
"7559","SATCPACTX02","NOMINA SAT"
"7560","TQNOMUATNOMW02","NOMINA SAT"
"7561","TRNOMLABMSQL02","NOMINA SAT"
"7562","TQNYVPROWEBE106","NOTIFICACION Y VERIFICACION"
"7563","TQNYVPROWEBE07","NOTIFICACION Y VERIFICACION"
"7564","TQNYVPROWEBE06","NOTIFICACION Y VERIFICACION"
"7565","TQNYVPROWEBE05","NOTIFICACION Y VERIFICACION"
"7566","TQNYVPROWEBE03","NOTIFICACION Y VERIFICACION"
"7567","TQNYVPROWEBC15","NOTIFICACION Y VERIFICACION"
"7568","TQNYVPROWEBC13","NOTIFICACION Y VERIFICACION"
"7569","TQNYVPROWEBC12","NOTIFICACION Y VERIFICACION"
"7570","TQNYVPROWEBC09","NOTIFICACION Y VERIFICACION"
"7571","TQNYVPROWEBC08","NOTIFICACION Y VERIFICACION"
"7572","TQNYVPROWEBC02","NOTIFICACION Y VERIFICACION"
"7573","TQNYVPROORCL08","NOTIFICACION Y VERIFICACION"
"7574","TQNYVPROORCL05","NOTIFICACION Y VERIFICACION"
"7575","TQNYVPROORCL02","NOTIFICACION Y VERIFICACION"
"7576","TQNYVPROORCL01","NOTIFICACION Y VERIFICACION"
"7577","TQNYVPROOHSE102","NOTIFICACION Y VERIFICACION"
"7578","TQNYVPROOHSE101","NOTIFICACION Y VERIFICACION"
"7579","TQNYVPROOHSE03","NOTIFICACION Y VERIFICACION"
"7580","TQNYVPROOHSC03","NOTIFICACION Y VERIFICACION"
"7581","TQNYVPROOHSC02","NOTIFICACION Y VERIFICACION"
"7582","TQNYVPROOHSC01","NOTIFICACION Y VERIFICACION"
"7583","TQNYVPROORCL04","NOTIFICACION Y VERIFICACION"
"7584","TQNYVPROWEBC06","NOTIFICACION Y VERIFICACION"
"7585","TQNYVPROORCL03","NOTIFICACION Y VERIFICACION"
"7586","TQNYVPROWEBC03","NOTIFICACION Y VERIFICACION"
"7587","TQNYVPROWEBE04","NOTIFICACION Y VERIFICACION"
"7588","TQNYVPROWEBC11","NOTIFICACION Y VERIFICACION"
"7589","TQNYVPROWEBE102","NOTIFICACION Y VERIFICACION"
"7590","TQNYVPROWEBE104","NOTIFICACION Y VERIFICACION"
"7591","TQNYVPROOHSC04","NOTIFICACION Y VERIFICACION"
"7592","TQNYVPROWEBC14","NOTIFICACION Y VERIFICACION"
"7593","TQNYVPROOHSE01","NOTIFICACION Y VERIFICACION"
"7594","TQNYVPROWEBC01","NOTIFICACION Y VERIFICACION"
"7595","TQNYVPROWEBC07","NOTIFICACION Y VERIFICACION"
"7596","TQNYVPROWEBE02","NOTIFICACION Y VERIFICACION"
"7597","TQNYVPROWEBC16","NOTIFICACION Y VERIFICACION"
"7598","TQNYVPROWEBC04","NOTIFICACION Y VERIFICACION"
"7599","TQNYVPROWEBC05","NOTIFICACION Y VERIFICACION"
"7600","TQNYVPROWEBC10","NOTIFICACION Y VERIFICACION"
"7601","TQNYVPROORCL07","NOTIFICACION Y VERIFICACION"
"7602","TQNYVPROWEBE105","NOTIFICACION Y VERIFICACION"
"7603","TQNYVPROOHSE02","NOTIFICACION Y VERIFICACION"
"7604","TQNYVPROOHSE103","NOTIFICACION Y VERIFICACION"
"7605","TQNYVPROWEBE01","NOTIFICACION Y VERIFICACION"
"7606","TQNYVPROORCL06","NOTIFICACION Y VERIFICACION"
"7607","TQNYVPROWEBE107","NOTIFICACION Y VERIFICACION"
"7608","TQNYVPROWEBE101","NOTIFICACION Y VERIFICACION"
"7609","TQNYVPROWEBE103","NOTIFICACION Y VERIFICACION"
"7610","TQNYVPROWEBC01","NYV"
"7611","TQNYVPROWEBC111","NYV"
"7612","TQNYVPROWEBC107","NYV"
"7613","TQNYVPROCOHC01","NYV"
"7614","TQNYVPROOHSC103","NYV"
"7615","TQNYVPROOHSC101","NYV"
"7616","TQNYVPROORCL01","NYV"
"7617","TQNYVPROWEBC112","NYV"
"7618","TQNYVPROWEBC03","NYV"
"7619","TQNYVPROCOHC05","NYV"
"7620","TQNYVPROWEBC05","NYV"
"7621","TQNYVPROWEBC102","NYV"
"7622","TQNYVPROOHSE101","NYV"
"7623","TQNYVPROOHSE02","NYV"
"7624","TQNYVPROWEBC101","NYV"
"7625","TQNYVPROWEBC02","NYV"
"7626","TQNYVPROWEBC106","NYV"
"7627","TQNYVPROWEBE04","NYV"
"7628","TQNYVPROWEBC04","NYV"
"7629","TQNYVPROCOHC04","NYV"
"7630","TQNYVPROWEBE101","NYV"
"7631","TQNYVPROCOHC102","NYV"
"7632","TQNYVPROCOHC103","NYV"
"7633","TQNYVPROWEBC103","NYV"
"7634","TQNYVPROORCL04","NYV"
"7635","TQNYVPROOHSC01","NYV"
"7636","TQNYVPROWEBC113","NYV"
"7637","TQNYVPROWEBE107","NYV"
"7638","TQNYVPROWEBC10","NYV"
"7639","TQNYVPROORCL08","NYV"
"7640","TQNYVPROWEBC110","NYV"
"7641","TQNYVPROWEBE102","NYV"
"7642","TQNYVPROCOHC07","NYV"
"7643","TQNYVPROOHSE03","NYV"
"7644","TQNYVPROCOHC104","NYV"
"7645","TQNYVPROOHSC03","NYV"
"7646","TQNYVPROWEBE02","NYV"
"7647","TQNYVPROWEBC16","NYV"
"7648","TQNYVPROORCL07","NYV"
"7649","TQNYVPROOHSE01","NYV"
"7650","TQNYVPROWEBE106","NYV"
"7651","TQNYVPROWEBC115","NYV"
"7652","TQNYVPROWEBE01","NYV"
"7653","TQNYVPROWEBC109","NYV"
"7654","TQNYVPROWEBC13","NYV"
"7655","TQNYVPROWEBE05","NYV"
"7656","TQNYVPROOHSC04","NYV"
"7657","TQNYVPROCOHC106","NYV"
"7658","TQNYVPROWEBE104","NYV"
"7659","TQNYVPROWEBE105","NYV"
"7660","TQNYVPROOHSE103","NYV"
"7661","TQNYVPROORCL02","NYV"
"7662","TQNYVPROWEBC11","NYV"
"7663","TQNYVPROORCL03","NYV"
"7664","TQNYVPROWEBC15","NYV"
"7665","TQNYVPROOHSC102","NYV"
"7666","TQNYVPROOHSE102","NYV"
"7667","TQNYVPROWEBE103","NYV"
"7668","TQNYVPROOHSC104","NYV"
"7669","TQNYVPROWEBC12","NYV"
"7670","TQNYVPROWEBC116","NYV"
"7671","TQNYVPROCOHC101","NYV"
"7672","TQNYVPROWEBC07","NYV"
"7673","TQNYVPROWEBC114","NYV"
"7674","TQNYVPROWEBC06","NYV"
"7675","TQNYVPROWEBC108","NYV"
"7676","TQNYVPROWEBE07","NYV"
"7677","TQNYVPROWEBC09","NYV"
"7678","TQNYVPROWEBC104","NYV"
"7679","TQNYVPROWEBC08","NYV"
"7680","TQNYVPROCOHC107","NYV"
"7681","TQNYVPROWEBC105","NYV"
"7682","TQNYVPROORCL05","NYV"
"7683","TQNYVPROCOHC02","NYV"
"7684","TQNYVPROORCL06","NYV"
"7685","TQNYVPROWEBE03","NYV"
"7686","TQNYVPROCOHC105","NYV"
"7687","TQNYVPROWEBE06","NYV"
"7688","TQNYVPROWEBC14","NYV"
"7689","TQNYVPROCOHC06","NYV"
"7690","TQNYVPROOHSC02","NYV"
"7691","TQNYVPROCOHC03","NYV"
"7692","TQSACPROWEBE107","NYV_RRL"
"7693","TQSACPROWEBE105","NYV_RRL"
"7694","TQSACPROWEBE104","NYV_RRL"
"7695","TQSACPROWEBE103","NYV_RRL"
"7696","TQSACPROWEBE102","NYV_RRL"
"7697","TQSACPROWEBE101","NYV_RRL"
"7698","TQSACPROWEBE06","NYV_RRL"
"7699","TQSACPROWEBE05","NYV_RRL"
"7700","TQSACPROWEBE02","NYV_RRL"
"7701","TQSACPROWEBC14","NYV_RRL"
"7702","TQSACPROWEBC12","NYV_RRL"
"7703","TQSACPROWEBC112","NYV_RRL"
"7704","TQESXDBSPAC349","NYV_RRL"
"7705","TQSACPROWEBC101","NYV_RRL"
"7706","TQSACPROWEBC09","NYV_RRL"
"7707","TQSACPROWEBC08","NYV_RRL"
"7708","TQSACPROWEBC05","NYV_RRL"
"7709","TQSACPROORCL08","NYV_RRL"
"7710","TQSACPROORCL07","NYV_RRL"
"7711","TQSACPROORCL03","NYV_RRL"
"7712","TQSACPROOHSE102","NYV_RRL"
"7713","TQSACPROOHSE101","NYV_RRL"
"7714","TQADMPROWEBC04","NYV_RRL"
"7715","TQSACPROOHSC101","NYV_RRL"
"7716","TQSACPROBPMX104","NYV_RRL"
"7717","TQSACPROBPMX102","NYV_RRL"
"7718","TQSACPROBPMX04","NYV_RRL"
"7719","TQNYVPROOHSC03","NYV_RRL"
"7720","TQNYVPROOHSE01","NYV_RRL"
"7721","TQRRLPROWEBE04","NYV_RRL"
"7722","TQRRLPROWEBC115","NYV_RRL"
"7723","TQRRLPROWEBC113","NYV_RRL"
"7724","TQADMPROOHSE08","NYV_RRL"
"7725","TQRRLPROWEBC112","NYV_RRL"
"7726","TQRRLPROWEBC107","NYV_RRL"
"7727","TQRRLPROWEBC106","NYV_RRL"
"7728","TQRRLPROWEBC104","NYV_RRL"
"7729","TQRRLPROWEBC103","NYV_RRL"
"7730","TQRRLPROWEBC10","NYV_RRL"
"7731","TQRRLPROWEBC08","NYV_RRL"
"7732","TQRRLPROWEBC07","NYV_RRL"
"7733","TQRRLPROWEBC06","NYV_RRL"
"7734","TQRRLPROORCL08","NYV_RRL"
"7735","TQRRLPROORCL03","NYV_RRL"
"7736","TQRRLPROOHSE101","NYV_RRL"
"7737","TQRRLPROOHSE02","NYV_RRL"
"7738","TQRRLPROOHSE01","NYV_RRL"
"7739","TQRRLPROOHSC104","NYV_RRL"
"7740","TQRRLPROBPMX04","NYV_RRL"
"7741","TQRRLPROBPMX03","NYV_RRL"
"7742","TQBZNPROORCL03","NYV_RRL"
"7743","TQSACPROOHSE01","NYV_RRL"
"7744","TQNYVPROWEBE103","NYV_RRL"
"7745","TQNYVPROWEBE102","NYV_RRL"
"7746","TQNYVPROWEBE01","NYV_RRL"
"7747","TQNYVPROWEBC14","NYV_RRL"
"7748","TQNYVPROWEBC13","NYV_RRL"
"7749","TQNYVPROWEBC12","NYV_RRL"
"7750","TQNYVPROWEBC11","NYV_RRL"
"7751","TQNYVPROWEBC10","NYV_RRL"
"7752","TQNYVPROWEBC07","NYV_RRL"
"7753","TQNYVPROWEBC04","NYV_RRL"
"7754","TQNYVPROOHSE102","NYV_RRL"
"7755","TQNYVPROOHSE101","NYV_RRL"
"7756","TQNYVPROOHSE03","NYV_RRL"
"7757","TQNYVPROOHSC02","NYV_RRL"
"7758","TQNYVPROOHSC01","NYV_RRL"
"7759","TQRRLPROWEBC15","NYV_RRL"
"7760","TQRRLPROORCL07","NYV_RRL"
"7761","TQNYVPROWEBC09","NYV_RRL"
"7762","TQNYVPROWEBC08","NYV_RRL"
"7763","TQADMPROWEBC118","NYV_RRL"
"7764","TQRRLPROBPMX02","NYV_RRL"
"7765","TQSACPROWEBC103","NYV_RRL"
"7766","TQBZNPROWEBC106","NYV_RRL"
"7767","TQSACPROBPMX03","NYV_RRL"
"7768","TQBZTPROWEBC107","NYV_RRL"
"7769","TQADMPROOHSC16","NYV_RRL"
"7770","TQNYVPROWEBE106","NYV_RRL"
"7771","TQNYVPROOHSE103","NYV_RRL"
"7772","TQBZTPROWEBE106","NYV_RRL"
"7773","TQRRLPROOHSC04","NYV_RRL"
"7774","TQSACPROWEBC03","NYV_RRL"
"7775","TQRRLPROOHSC103","NYV_RRL"
"7776","TQRRLPROOHSC02","NYV_RRL"
"7777","TQSACPROWEBC15","NYV_RRL"
"7778","TQRRLPROBPMX103","NYV_RRL"
"7779","TQADMPROWEBE112","NYV_RRL"
"7780","TQSACPROWEBC06","NYV_RRL"
"7781","TQSACPROWEBC114","NYV_RRL"
"7782","TQNYVPROWEBE104","NYV_RRL"
"7783","TQBZTPROOHSE01","NYV_RRL"
"7784","TQBZTPROOHSC103","NYV_RRL"
"7785","TQESXWEBSPAC384","NYV_RRL"
"7786","TQESXWEBSPAC383","NYV_RRL"
"7787","TQESXWEBSPAC382","NYV_RRL"
"7788","TQESXWEBSPAC380","NYV_RRL"
"7789","TQRRLPROWEBC14","NYV_RRL"
"7790","TQESXWEBSPAC378","NYV_RRL"
"7791","TQRRLPROWEBC114","NYV_RRL"
"7792","TQNYVPROWEBE02","NYV_RRL"
"7793","TQESXWEBSPAC375","NYV_RRL"
"7794","TQESXWEBSPAC374","NYV_RRL"
"7795","TQESXWEBSPAC334","NYV_RRL"
"7796","TQESXDBSPAC350","NYV_RRL"
"7797","TQESXAPPSPAC449","NYV_RRL"
"7798","TQESXAPPSPAC448","NYV_RRL"
"7799","TQESXAPPSPAC442","NYV_RRL"
"7800","TQESXAPPSPAC441","NYV_RRL"
"7801","TQESXAPPSPAC440","NYV_RRL"
"7802","TQESXAPPSPAC438","NYV_RRL"
"7803","TQESXAPPSPAC435","NYV_RRL"
"7804","TQESXAPPSPAC434","NYV_RRL"
"7805","TQESXAPPSPAC430","NYV_RRL"
"7806","TQESXAPPSPAC428","NYV_RRL"
"7807","TQESXAPPSPAC416","NYV_RRL"
"7808","TQESXAPPSPAC414","NYV_RRL"
"7809","TQESXAPPSPAC406","NYV_RRL"
"7810","TQESXAPPSPAC403","NYV_RRL"
"7811","TQSACPROWEBC116","NYV_RRL"
"7812","TQNYVPROWEBC15","NYV_RRL"
"7813","TQADMPROWEBC02","NYV_RRL"
"7814","TQRRLPROBPMX102","NYV_RRL"
"7815","TQRRLPROWEBC03","NYV_RRL"
"7816","TQRRLPROWEBC09","NYV_RRL"
"7817","TQRRLPROORCL02","NYV_RRL"
"7818","TQBZNPROWEBC102","NYV_RRL"
"7819","TQESXAPPSPAC429","NYV_RRL"
"7820","TQBZTPROWEBE105","NYV_RRL"
"7821","TQBZTPROWEBE104","NYV_RRL"
"7822","TQBZTPROWEBE07","NYV_RRL"
"7823","TQBZTPROWEBE06","NYV_RRL"
"7824","TQBZTPROWEBE05","NYV_RRL"
"7825","TQBZTPROWEBE04","NYV_RRL"
"7826","TQBZTPROWEBE03","NYV_RRL"
"7827","TQBZTPROWEBC109","NYV_RRL"
"7828","TQBZTPROWEBC108","NYV_RRL"
"7829","TQBZTPROWEBC106","NYV_RRL"
"7830","TQBZTPROWEBC105","NYV_RRL"
"7831","TQBZTPROWEBC104","NYV_RRL"
"7832","TQBZTPROWEBC102","NYV_RRL"
"7833","TQBZTPROWEBC101","NYV_RRL"
"7834","TQBZTPROWEBC09","NYV_RRL"
"7835","TQBZTPROWEBC08","NYV_RRL"
"7836","TQBZTPROWEBC07","NYV_RRL"
"7837","TQBZTPROWEBC04","NYV_RRL"
"7838","TQBZTPROWEBC02","NYV_RRL"
"7839","TQBZTPROWEBC01","NYV_RRL"
"7840","TQADMPROOHSE02","NYV_RRL"
"7841","TQBZTPROORCL07","NYV_RRL"
"7842","TQBZTPROOHSE103","NYV_RRL"
"7843","TQBZTPROOHSE102","NYV_RRL"
"7844","TQBZTPROOHSE02","NYV_RRL"
"7845","TQBZTPROOHSC102","NYV_RRL"
"7846","TQBZTPROOHSC101","NYV_RRL"
"7847","TQBZTPROOHSC02","NYV_RRL"
"7848","TQBZNPROWEBC13","NYV_RRL"
"7849","TQBZNPROWEBC115","NYV_RRL"
"7850","TQBZNPROWEBC114","NYV_RRL"
"7851","TQBZNPROWEBC113","NYV_RRL"
"7852","TQBZNPROWEBC110","NYV_RRL"
"7853","TQBZNPROWEBC11","NYV_RRL"
"7854","TQBZNPROWEBC105","NYV_RRL"
"7855","TQBZNPROWEBC104","NYV_RRL"
"7856","TQBZNPROWEBC103","NYV_RRL"
"7857","TQBZNPROWEBC10","NYV_RRL"
"7858","TQSACPROOHSE02","NYV_RRL"
"7859","TQBZNPROWEBC09","NYV_RRL"
"7860","TQESXWEBSPAC339","NYV_RRL"
"7861","TQBZNPROWEBC08","NYV_RRL"
"7862","TQBZNPROWEBC07","NYV_RRL"
"7863","TQBZNPROWEBC05","NYV_RRL"
"7864","TQBZNPROWEBC04","NYV_RRL"
