"","servidor","aplicacion"
"983","TQACMDEVSQLE02","ARQUITECTURA ANALITICA"
"984","TQACMDEVSQLE01","ARQUITECTURA ANALITICA"
"985","TQACMDEVSPRS01","ARQUITECTURA ANALITICA"
"986","TQACMDEVSQLS01","ARQUITECTURA ANALITICA"
"987","TQARSMTREM01","ARSMTREM"
"988","TQASIPRODNSX10","ASI"
"989","TQASIPROAVRSX07","ASI"
"990","TQASIPRODNSX01","ASI"
"991","TQASIPROMSVA04","ASI"
"992","TQASIPROAVRS01","ASI"
"993","TQASIPRODNSX07","ASI"
"994","TQASIPROPOSF01","ASI"
"995","TQASIPROAVRSX06","ASI"
"996","TQASIPRODNSX04","ASI"
"997","TQASIPRODNSX12","ASI"
"998","TQASIPROMSVA02","ASI"
"999","TQASIPROAVRSX05","ASI"
"1000","TQASIPRODNSX05","ASI"
"1001","TQASIPROPOSF02","ASI"
"1002","TQASIUATSMTP01","ASI"
"1003","TQASIPRODNSX06","ASI"
"1004","TQASIPRODNSX11","ASI"
"1005","TQASIPROFLTR02","ASI"
"1006","TQASIPRODNSX02","ASI"
"1007","TQASIPROFLTR01","ASI"
"1008","TQASIPROAVRS03","ASI"
"1009","TQASIPROSYSL01","ASI"
"1010","TQASIPROMSVA01","ASI"
"1011","TQASIPRODNSX03","ASI"
"1012","TQASIPRODNSX09","ASI"
"1013","TQASIPRODNSX08","ASI"
"1014","TQASIPROAVRSX04","ASI"
"1015","TQASIPROMSVA03","ASI"
"1016","TQASIPROFLTR03","ASI"
"1017","TQASIPROAVRS02","ASI"
"1018","TRATSPROMSQL01","ATS-G"
"1019","TRATSPROIISX01","ATS-G"
"1020","TQAUFPROREBD02","AUF"
"1021","TQAUFPROREBD01","AUF"
"1022","HARVEST7_LAB","AVL"
"1023","HARVEST","AVL"
"1024","HARVEST7","AVL"
"1025","AVMOTION2","AVMOTION"
"1026","B207","B"
"1027","B103","B"
"1028","B203","B"
"1029","B208","B"
"1030","B205","B"
"1031","B102","B"
"1032","B104","B"
"1033","B107","B"
"1034","B101","B"
"1035","B204","B"
"1036","B209","B"
"1037","B206","B"
"1038","TQBAMPROWEBC12","BAM"
"1039","TQBAMDEVOHSC01","BAM"
"1040","TQBAMUATWEBC04","BAM"
"1041","TQBAMUATWEBE02","BAM"
"1042","TQBAMPROWEBE03","BAM"
"1043","TQBAMPROWEBE01","BAM"
"1044","TQBAMPROORCL07","BAM"
"1045","TQBAMPROOHSC02","BAM"
"1046","TQBAMPROWEBE05","BAM"
"1047","TQBAMPROWEBC09","BAM"
"1048","TQBAMUATORCL08","BAM"
"1049","TQBAMDEVOHSC02","BAM"
"1050","TQBAMUATOHSC01","BAM"
"1051","TQBAMPROWEBC01","BAM"
"1052","TQBAMDEVWEBC03","BAM"
"1053","TQBAMDEVORCL07","BAM"
"1054","TQBAMUATWEBC01","BAM"
"1055","TQBAMPROWEBC03","BAM"
"1056","TQBAMPROOHSE02","BAM"
"1057","TQBAMUATWEBC02","BAM"
"1058","TQBAMPROWEBE04","BAM"
"1059","TQBAMUATCOHC02","BAM"
"1060","TQBAMUATWEBE01","BAM"
"1061","TQBAMPROWEBE02","BAM"
"1062","TQBAMDEVORCL04","BAM"
"1063","TQBAMUATCOHE01","BAM"
"1064","TQBAMDEVWEBC02","BAM"
"1065","TQBAMUATORCL07","BAM"
"1066","TQBAMDEVOHSE02","BAM"
"1067","TQBAMUATOHSE01","BAM"
"1068","TQBAMUATWEBC03","BAM"
"1069","TQBAMDEVORCL06","BAM"
"1070","TQBAMPROORCL06","BAM"
"1071","TQBAMPROCOHC02","BAM"
"1072","TQBAMPROORCL08","BAM"
"1073","TQBAMDEVCOHE02","BAM"
"1074","TQBAMPROCOHC01","BAM"
"1075","TQBAMUATCOHC01","BAM"
"1076","TQBAMPROORCL02","BAM"
"1077","TQBAMUATCOHE02","BAM"
"1078","TQBAMDEVCOHC01","BAM"
"1079","TQBAMPROWEBC05","BAM"
"1080","TQBAMPROWEBC06","BAM"
"1081","TQBAMUATOHSC02","BAM"
"1082","TQBAMPROWEBC11","BAM"
"1083","TQBAMUATORCL01","BAM"
"1084","TQBAMDEVWEBC04","BAM"
"1085","TQBAMUATORCL02","BAM"
"1086","TQBAMUATWEBC05","BAM"
"1087","TQBAMUATWEBE03","BAM"
"1088","TQBAMUATORCL03","BAM"
"1089","TQBAMPROORCL05","BAM"
"1090","TQBAMPROWEBC10","BAM"
"1091","TQBAMPROWEBC02","BAM"
"1092","TQBAMUATORCL05","BAM"
"1093","TQBAMDEVORCL05","BAM"
"1094","TQBAMDEVORCL03","BAM"
"1095","TQBAMUATORCL06","BAM"
"1096","TQBAMPROORCL04","BAM"
"1097","TQBAMDEVWEBE02","BAM"
"1098","TQBAMPROOHSE01","BAM"
"1099","TQBAMDEVORCL08","BAM"
"1100","TQBAMPROORCL01","BAM"
"1101","TQBAMUATORCL04","BAM"
"1102","TQBAMDEVWEBC01","BAM"
"1103","TQBAMUATOHSE02","BAM"
"1104","TQBAMPROCOHE02","BAM"
"1105","TQBAMDEVCOHE01","BAM"
"1106","TQBAMDEVCOHC02","BAM"
"1107","TQBAMPROOHSC01","BAM"
"1108","TQBAMPROCOHE01","BAM"
"1109","TQBAMPROWEBE06","BAM"
"1110","TQBAMPROWEBC08","BAM"
"1111","TQBAMPROWEBC07","BAM"
"1112","TQBAMDEVOHSE01","BAM"
"1113","TQBAMPROORCL03","BAM"
"1114","TQBAMPROWEBC04","BAM"
"1115","TQBAMUATWEBC06","BAM"
"1116","TQBAMDEVWEBE01","BAM"
"1117","TQBAMDEVORCL01","BAM"
"1118","TQBAMDEVORCL02","BAM"
"1119","TQBIGDEVNANO01","BIG"
"1120","TQBIGDEVSLNO01","BIG"
